title,title_link,location,summary,date,company,slNoUnderline,salary
Software Development Engineer - New Products,https://www.indeed.com/rc/clk?jk=221682d4e9ec1d30&fccid=fe2d21eef233e94a&vjs=3,"Seattle, WA",4+ years of non-internship professional software development experience. As a Software Engineer for new products within the Industry & ISV Solutions team at...,30+ days ago,"Amazon.com Services, Inc.","32,078 reviews",
Backend Developer,https://www.indeed.com/company/ifusioncore/jobs/Backend-Developer-12e1bfb472667fbe?fccid=cd437007d27dd2e9&vjs=3,"Redmond, WA","Strong software engineering fundamentals (data structures, algorithms, object-oriented design, parallel programming)....",26 days ago,,,"$81,000 - $122,000 a year (Indeed est.)"
"engineering manager, Starbucks Technology - Seattle, WA",https://www.indeed.com/rc/clk?jk=dbaaf1a49cac58e9&fccid=a88e611ddef97571&vjs=3,"Seattle, WA",Develops software solutions to business problems. 5+ years of experience delivering commercial cloud and backend software products and services at enterprise to...,30+ days ago,Starbucks,"31,864 reviews",
Cloud Technical Expert - University Village (Full-Time),https://www.indeed.com/rc/clk?jk=cf81bb25f699044c&fccid=734cb5a01ee60f80&vjs=3,"Seattle, WA 98188","Empathetically assess customer support needs through listening, diagnosing, and repairing their devices, helping customers discover, use, and love Microsoft...",3 days ago,Microsoft,"5,563 reviews",
"project manager, Operations, Business Intelligence & Data Se...",https://www.indeed.com/rc/clk?jk=9d8c24dcce05a82e&fccid=a88e611ddef97571&vjs=3,"Seattle, WA",Experience leading projects from initial justification through completion utilizing Software Development Lifecycle (SDLC) Waterfall and Agile methodologies;...,30+ days ago,Starbucks,"31,864 reviews",
Software Development Engineer - AWS Amplify Console,https://www.indeed.com/rc/clk?jk=8690df078ef17820&fccid=fe2d21eef233e94a&vjs=3,"Seattle, WA",3+ years professional experience in software development. Knowledge of professional software engineering practices and best practices for the full software...,4 days ago,Amazon Services LLC,"32,078 reviews",
Business Intelligence Analyst - Digital Marketing/Web Analyt...,https://www.indeed.com/rc/clk?jk=4568bff26b22f122&fccid=cf4c744760f4998e&vjs=3,"Seattle, WA 98101 (Downtown area)","Accelerate Your Career Drive global technology With more than $2 billion in revenues, CDK Global is a leading global provider of integrated information...",5 days ago,CDK Global,372 reviews,
Operating Systems Software Engineer,https://www.indeed.com/rc/clk?jk=1f184d416386ede2&fccid=1639254ea84748b5&vjs=3,"Redmond, WA",Experience with Software Development processes including:. Profile performance problems and drive optimizations that span the entire software stack....,24 days ago,Facebook,433 reviews,
Software Developer/Sr. Software Developer,https://www.indeed.com/rc/clk?jk=7759c4b46dd5ce0a&fccid=c2c6a7536e4d9df3&vjs=3,"Bellevue, WA","In-depth knowledge of software design, software delivery, and testing methodologies (including test automation)....",30+ days ago,PACCAR,182 reviews,"$79,000 - $118,000 a year (Indeed est.)"
Software Dev. Engineer (Ad Tech) - Prime Video,https://www.indeed.com/rc/clk?jk=23bb582854c61c10&fccid=fe2d21eef233e94a&vjs=3,"Seattle, WA","3+ years professional industry experience in designing software architecture, leading software development groups, and operating scalable software systems....",11 days ago,"Amazon.com Services, Inc.","32,078 reviews",
"Research Associate, CAR-T Cell Construct Engineering",https://www.indeed.com/rc/clk?jk=2ec6f48d95279485&fccid=a5eebe616cc05de6&vjs=3,"Seattle, WA","Familiarity with Geneious, Benchling, or other software for plasmid design and sequence analysis. At Lyell, our vision is to develop curative cell-based...",20 days ago,,,
"Software Development Engineer II(SDE II), Finance Technology",https://www.indeed.com/rc/clk?jk=dd679dae0617ca3b&fccid=fe2d21eef233e94a&vjs=3,"Seattle, WA","At least 3 years of experience in the job offered or as a Software Engineer, Software Developer, or a related occupation....",4 days ago,"Amazon.com Services, Inc.","32,078 reviews",
"Software Development Engineer, Ads",https://www.indeed.com/rc/clk?jk=022d74469c8f1df6&fccid=fe2d21eef233e94a&vjs=3,"Seattle, WA","Design, develop, test, deploy, maintain and improve software. Bachelor’s degree or above in Computer Science or prior engineering experience....",30+ days ago,"Twitch Interactive, Inc.","32,078 reviews",
Program Manager,https://www.indeed.com/rc/clk?jk=161b8bf51a7fdb2d&fccid=734cb5a01ee60f80&vjs=3,"Bellevue, WA 98004 (Downtown area)",Are you looking to build Software As a Service (SaaS) applications to enable our business customers to undertake their journeys of digital transformation?...,9 days ago,Microsoft,"5,563 reviews",
Sr Software Dev Engineer,https://www.indeed.com/rc/clk?jk=ce6475929c3ead23&fccid=160efb82f2462f14&vjs=3,"Bellevue, WA 98004 (Downtown area)",Working knowledge of Agile Software Development mechanics. 3+ years developing software using Dependency Injection Frameworks....,4 days ago,Expedia,688 reviews,
Data Research Analyst,https://www.indeed.com/company/Seattle-Specialty-Insurance/jobs/Data-Research-Analyst-8841cd189fd8c8bd?fccid=b3ead81bd2a1d4ee&vjs=3,"Everett, WA","Terminology, function and fundamental capabilities of common computer, software, information and communication technology devices, components, and concepts....",3 days ago,Seattle Specialty Insurance,9 reviews,$14 - $16 an hour
Software Development Engineer,https://www.indeed.com/rc/clk?jk=f64158de2c0ab8e6&fccid=ea681813daef8787&vjs=3,"Seattle, WA",Skilljar is seeking a versatile Software Development Engineer to join our fast-growing team. We're looking for someone with a successful track record building...,30+ days ago,,,"$86,000 - $129,000 a year (Indeed est.)"
Web Applications Software Engineer,https://www.indeed.com/rc/clk?jk=7b8c96c7b016e00a&fccid=fa69b66bd5a32f96&vjs=3,"Bellevue, WA",3+ years professional experience in software development. Steam is one of the fastest growing multimedia digital distribution platforms in the industry today....,5 months ago,Valve Software,2 reviews,
Software Development Engineer – Internet of Things Message B...,https://www.indeed.com/rc/clk?jk=a1612a22b14c583a&fccid=fe2d21eef233e94a&vjs=3,"Seattle, WA","Recruit, interview and hire software developers. Mentor junior software developers and grow their skills. All of our development is very customer-centric, and...",30+ days ago,"Amazon.com Services, Inc.","32,078 reviews",
Software Development Engineer - IMDb,https://www.indeed.com/rc/clk?jk=b5d5495a2864b159&fccid=fe2d21eef233e94a&vjs=3,"Seattle, WA","Knowledge of professional software engineering practices & best practices for the full software development life cycle, including coding standards, code reviews...",30 days ago,"IMDb.com, Inc.","32,078 reviews",
Software Developer,https://www.indeed.com/rc/clk?jk=e408e463ec175323&fccid=bba15db4d8763697&vjs=3,"Seattle, WA 98101 (Downtown area)","Understanding of shared software concepts. General understanding of shared software concepts. Codes, tests, debugs, documents, and maintains those software...",30+ days ago,Liberty Mutual Insurance,"3,221 reviews","$80,000 - $120,000 a year (Indeed est.)"
Developer Relations Engineer (Oculus),https://www.indeed.com/rc/clk?jk=305bd6f72c166314&fccid=1639254ea84748b5&vjs=3,"Seattle, WA 98101 (Downtown area)",Come work alongside expert software engineers and research scientists to create the technology that makes VR and AR pervasive and universal....,14 days ago,Facebook,433 reviews,
Data & Applied Scientist,https://www.indeed.com/rc/clk?jk=7d3125980bc3e32c&fccid=734cb5a01ee60f80&vjs=3,"Bellevue, WA 98004 (Downtown area)","5+ years of python, C++ and/or C# or Java software engineering experience. You will work with the most cutting edge technologies like deep learning,...",5 days ago,Microsoft,"5,563 reviews","$105,000 - $155,000 a year (Indeed est.)"
"Software Engineer, AvaTax",https://www.indeed.com/rc/clk?jk=80445e9fce4f26f7&fccid=ec30d82962c8b13b&vjs=3,"Seattle, WA","Understand and plan upstream and downstream impacts of software changes. Avalara is searching for a software developer to work on AvaTax, Avalara’s tax...",4 months ago,Avalara,39 reviews,"$98,000 - $148,000 a year (Indeed est.)"
"Software Engineer I, Cloud",https://www.indeed.com/rc/clk?jk=65834b59caf3f30c&fccid=5dd0073fb1381f82&vjs=3,"Seattle, WA 98101 (Downtown area)",The ExtraHop platform is a novel approach to processing vast amounts of wire data in real-time. Want to join a collaborative team that builds solutions which...,30+ days ago,"ExtraHop Networks, Inc.",6 reviews,"$106,000 - $159,000 a year (Indeed est.)"
"senior microservices engineer, Starbucks Technology - Seattl...",https://www.indeed.com/rc/clk?jk=8033a693f450b738&fccid=a88e611ddef97571&vjs=3,"Seattle, WA","Codes, tests, debugs, documents, and implements complex software applications. Initiates design reviews for new applications and adheres to software development...",5 months ago,Starbucks,"31,864 reviews","$105,000 - $147,000 a year (Indeed est.)"
"Software Engineer, Analytics",https://www.indeed.com/rc/clk?jk=ab98510c09f174ec&fccid=f334737e3fd6818e&vjs=3,"Seattle, WA 98107 (Ballard area)",Tableau Software is an Equal Opportunity Employer. Tableau Software is a company on a mission. You believe great software relies on a great foundation....,30+ days ago,Tableau,51 reviews,"$105,000 - $157,000 a year (Indeed est.)"
Front end Software Engineer,https://www.indeed.com/rc/clk?jk=3bf357b800476cba&fccid=7319662574ba9396&vjs=3,"Seattle, WA","Frontend Software Engineer. You, as a frontend Software Engineer, would help us build the next generation of high performance UI across multiple operating...",30+ days ago,Promethean,46 reviews,"$88,000 - $130,000 a year (Indeed est.)"
Mid-Level Java Engineer (Spring),https://www.indeed.com/rc/clk?jk=aad37c276fe4e7ea&fccid=375ad578c6b3982e&vjs=3,"Seattle, WA","Design, architect, and develop software and system solutions in Java / Spring Boot. Zipwhip is a Seattle-based SaaS (Software-as-a-Service) company providing...",30+ days ago,Zipwhip,2 reviews,"$104,000 - $150,000 a year (Indeed est.)"
Software Engineer,https://www.indeed.com/rc/clk?jk=ec1c6e0c89dac509&fccid=44e5e40038100be9&vjs=3,"Bellevue, WA","The Software Engineer will work with other engineers on multiple business initiatives, with a focus on designing and implementing new features for customer...",4 months ago,,,"$75,000 - $113,000 a year (Indeed est.)"
"Systems Software Engineer, Oculus Browser",https://www.indeed.com/rc/clk?jk=14ddfc42c927ebb1&fccid=1639254ea84748b5&vjs=3,"Seattle, WA 98101 (Downtown area)",Experience developing systems level software in C++ or similar systems level software languages. 4+ years industry experience shipping consumer software and/or...,24 days ago,Facebook,433 reviews,"$103,000 - $160,000 a year (Indeed est.)"
Test Engineer I - US,https://www.indeed.com/rc/clk?jk=951e4a8bca9d41fd&fccid=9739f8ca2b1c972d&vjs=3,"Seattle, WA 98119 (Queen Anne area)",Testing and providing feedback on new software and hardware enhancements prior to release. We envision a Luminex solution in every lab around the world seeking...,11 days ago,Luminex,17 reviews,
UX/UI Designer,https://www.indeed.com/rc/clk?jk=9fbf63d8ebf9a20f&fccid=c1099851e9794854&vjs=3,"Seattle, WA","Proficiency of Adobe Suite, Sketch or other design softwares. As an integral part of our team, you will work with cross-functional teams, including designers,...",30+ days ago,Apple,"7,134 reviews",
Service Engineer,https://www.indeed.com/rc/clk?jk=739ce8d877b60fda&fccid=734cb5a01ee60f80&vjs=3,"Redmond, WA","2+ years of professional software engineering experience, involved in shipping external customer facing services or applications....",11 days ago,Microsoft,"5,563 reviews",
SAP Concur iXp Intern - UX/UI Web Design Intern,https://www.indeed.com/rc/clk?jk=396d237a72d5ca39&fccid=156c7820d1988640&vjs=3,"Bellevue, WA","Together, they changed enterprise software and reinvented how business was done. Today, as a market leader in enterprise application software, we remain true to...",30+ days ago,SAP,"1,904 reviews","$51,000 - $76,000 a year (Indeed est.)"
Software Development Engineer,https://www.indeed.com/rc/clk?jk=e68695f791333ba0&fccid=68bf6cdeac0c7aed&vjs=3,"Seattle, WA","Minimum 5 years of professional software development experience. Build software within a small team that designs and develops our full technology stack,...",30+ days ago,,,"$88,000 - $132,000 a year (Indeed est.)"
"Full Stack Software Engineer (Java, JavaScript)",https://www.indeed.com/rc/clk?jk=261d3872f3077b9b&fccid=34ea81fd9e91a411&vjs=3,"Seattle, WA 98104 (First Hill area)",5+ years in software development with a track record of shipping highly scalable cross-functional projects....,30+ days ago,Globant,105 reviews,"$109,000 - $156,000 a year (Indeed est.)"
"Software Development Engineer, Alexa",https://www.indeed.com/rc/clk?jk=2780e82966e39520&fccid=fe2d21eef233e94a&vjs=3,"Seattle, WA",Experience in test driven software development. Work in an Agile/Scrum environment to deliver high quality software against defined schedules and milestones....,9 days ago,"Amazon.com Services, Inc.","32,078 reviews",
"senior software development engineer in test (SDET), Starbuc...",https://www.indeed.com/rc/clk?jk=f81d1dbddbe79bde&fccid=a88e611ddef97571&vjs=3,"Seattle, WA",Experience in a software QA role (5+ years). Strong software design and test methodology knowledge and abilities. Position Summary and Team Mission....,30+ days ago,Starbucks,"31,864 reviews","$91,000 - $134,000 a year (Indeed est.)"
"Software Development Engineer, Zillow Offers",https://www.indeed.com/rc/clk?jk=3348aea4b17254c2&fccid=913e1b259c8d65e2&vjs=3,"Seattle, WA 98101 (Downtown area)","About the team We are on a mission to make buying or selling a home a magical experience for consumers. In the Zillow Offers product, Zillow buys homes...",4 months ago,Zillow Group,94 reviews,"$115,000 - $172,000 a year (Indeed est.)"
Software Engineer,https://www.indeed.com/rc/clk?jk=96b06339343d41c8&fccid=51d6c69c8305e99d&vjs=3,"Seattle, WA",This position requires a strong background in writing scientific software and an ability to translate researchers’ needs into a concrete software development...,30+ days ago,,,"$83,000 - $125,000 a year (Indeed est.)"
"Engineer II, Software Quality Engineer",https://www.indeed.com/rc/clk?jk=0ecc77aaa3934cdd&fccid=da3c7fed78dd1607&vjs=3,"Bellevue, WA 98004 (Downtown area)",Experience must include software and systems testing; Document software defects and determine root cause analysis for issues....,12 days ago,Samsung Electronics,"6,430 reviews","$82,000 - $121,000 a year (Indeed est.)"
Software Development Engineer - Paid Search,https://www.indeed.com/rc/clk?jk=1cc9001cae3510bc&fccid=fe2d21eef233e94a&vjs=3,"Seattle, WA","5+ years of professional software development experience. Bachelor’s Degree in Computer Science or related field, or 5+ years relevant work experience....",30+ days ago,"Amazon.com Services, Inc.","32,078 reviews",
Java Developer II,https://www.indeed.com/rc/clk?jk=8e4849b413b3e46f&fccid=82402e8737017edf&vjs=3,"Seattle, WA 98104 (First Hill area)","At least 2 years of professional software development experience. The developer is a key role on a collaborative project team, which is responsible for the...",12 days ago,Expeditors,666 reviews,"$79,000 - $105,000 a year (Indeed est.)"
Software Development Engineer,https://www.indeed.com/rc/clk?jk=12ddabaf44f5d0f9&fccid=ce4188c7cc27d17e&vjs=3,"Bellevue, WA","Experience in Java, C#, or Scala, and software development in general. RMS is looking for a Software Development Engineer who is excited and passionate about...",30+ days ago,Risk Management Solutions (RMS),7 reviews,"$107,000 - $160,000 a year (Indeed est.)"
Technical Support Engineer,https://www.indeed.com/rc/clk?jk=ec1853e65ed3898d&fccid=f334737e3fd6818e&vjs=3,"Seattle, WA 98107 (Ballard area)",Tableau Software is an Equal Opportunity Employer. Tableau Software is a company on a mission. Extensively research and document customer software and technical...,30+ days ago,Tableau,51 reviews,
"senior development engineer in test (SDET), Starbucks Techno...",https://www.indeed.com/rc/clk?jk=6f47b5c288efb467&fccid=a88e611ddef97571&vjs=3,"Seattle, WA 98134 (Industrial Complex area)","Support holistic testing support for software releases, including integration, system and support automating test scenarios....",30+ days ago,Starbucks,"31,864 reviews","$81,000 - $121,000 a year (Indeed est.)"
"Back-End Software Engineer, Email and Calendar Team",https://www.indeed.com/rc/clk?jk=37f90858c05dcb90&fccid=dd616958bd9ddc12&vjs=3,"Seattle, WA",The Role The main moving piece of the Outreach product is the system which manages communications with customers by synchronizing user inboxes. That system...,13 days ago,,,"$105,000 - $159,000 a year (Indeed est.)"
Robotics Software Engineer,https://www.indeed.com/rc/clk?jk=08b9545f2ab3b591&fccid=fe2d21eef233e94a&vjs=3,"Seattle, WA",Experience mentoring junior software engineers. Strong background using and developing software for Linux....,30+ days ago,"Amazon.com Services, Inc.","32,078 reviews",
Software Engineering Specialist,https://www.indeed.com/rc/clk?jk=0f3347f41c17b076&fccid=3b6bf500a6749588&vjs=3,"Bellevue, WA",7-8 years' experience as a software engineer or a software support engineer. You will bring continuous improvements/efficiencies to the software or business...,30+ days ago,amdocs,955 reviews,"$92,000 - $139,000 a year (Indeed est.)"
Administrative Analyst I,https://www.indeed.com/rc/clk?jk=5c7b98b553988dd5&fccid=48ecd526e3aa3225&vjs=3,"Renton, WA 98056","Thorough understanding of KFHPW LAN and operating system software, ARPA, GQL, Visual Basic, Access, Lotus Notes;...",30+ days ago,Kaiser Permanente,"8,815 reviews",
Software Engineering Lead,https://www.indeed.com/rc/clk?jk=657a768f9eb94309&fccid=734cb5a01ee60f80&vjs=3,"Redmond, WA","5+ years of experience leading software engineering teams. 15+ years of professional software development experience in either C, C++, or C#....",2 hours ago,Microsoft,"5,563 reviews",
Software Quality Assurance Engineer,https://www.indeed.com/rc/clk?jk=1c6dcf7d2679aeec&fccid=fe2d21eef233e94a&vjs=3,"Seattle, WA",5+ years of Software QA testing experience. Develop and implement automation plan to support international device software launches....,18 days ago,"Amazon.com Services, Inc.","32,078 reviews",
Project Manager,https://www.indeed.com/company/Fusion-Software-Solutions/jobs/Project-Manager-567098dacbf548c9?fccid=77f19fca81d25d47&vjs=3,"Seattle, WA","Job Summary Role description: Project Manager Planned Start Date: April 1, 2019 Planned End Date: August 30, 2020 Role Location: Seattle, WA ...",11 hours ago,,,
Front End Software Engineer V,https://www.indeed.com/rc/clk?jk=b2edd517316a13a8&fccid=f89deb5a97c7738a&vjs=3,"Seattle, WA","5+ years of software development experience at major technology companies and/or software startups. Bizible, a Marketo company by Adobe, is looking for a Senior...",30+ days ago,Adobe,522 reviews,"$102,000 - $150,000 a year (Indeed est.)"
Database Engineer,https://www.indeed.com/rc/clk?jk=cf19d15334b8fd1a&fccid=fe2d21eef233e94a&vjs=3,"Seattle, WA",In this role you act as the “Voice of the Customer” helping software engineers understand how customers use databases....,13 days ago,"Amazon Web Services, Inc.","32,078 reviews",
SOFTWARE DEVELOPMENT ENGINEER IN TEST,https://www.indeed.com/rc/clk?jk=5570675c6c894155&fccid=724d06bff9da027f&vjs=3,"Seattle, WA","Design and develop test automation software to verify product software. Developing software test environment. 2+ years RDBMS software development (SQL, T-SQL)....",30+ days ago,Intelerad,3 reviews,"$84,000 - $124,000 a year (Indeed est.)"
SteamOS Software Engineer,https://www.indeed.com/rc/clk?jk=55fc65397451d665&fccid=fa69b66bd5a32f96&vjs=3,"Bellevue, WA","5+ years of experience building commercial software in C++ or similar language. As a senior software engineer on the SteamOS team, you'll be part of an...",5 months ago,Valve Software,2 reviews,"$100,000 - $150,000 a year (Indeed est.)"
"Developer Advocate, SQL Server",https://www.indeed.com/rc/clk?jk=6a7244e7d6123c74&fccid=fe2d21eef233e94a&vjs=3,"Seattle, WA","3 to 4 years experience in software development or working closely with developer audiences (e.g., as a solution architect)....",27 days ago,"Amazon Web Services, Inc.","32,078 reviews",
Software Development Engineer II (Consumer Experiences - Bac...,https://www.indeed.com/rc/clk?jk=566d024ae456b14c&fccid=0f50160682a8ab27&vjs=3,"Seattle, WA","We are also keen on getting women enthusiastic about software engineering by sponsoring ""WomenHack"" and ""Female's Favor{IT}e Conference"" events globally....",30+ days ago,,,"$115,000 - $155,000 a year (Indeed est.)"
Software Engineer - Java Developer,https://www.indeed.com/rc/clk?jk=c6d9d4c86a453c49&fccid=e26d75ae1a73e693&vjs=3,"Bellevue, WA",Experience leading a team of software engineers. Experience delivering software via microservices & containerization (docker)....,27 days ago,Indigo Slate,8 reviews,"$97,000 - $146,000 a year (Indeed est.)"
Software Development Engineer - Services,https://www.indeed.com/rc/clk?jk=24ef8e33a061ef80&fccid=f9c83ca25d99ff89&vjs=3,"Bellevue, WA","Breadth and depth across an entire software stack. Xevo's software already powers 30 million connected car dashboards today, but we're not stopping there....",30+ days ago,Xevo,2 reviews,"$108,000 - $162,000 a year (Indeed est.)"
Software Developer - ERP Systems,https://www.indeed.com/rc/clk?jk=59dcab57bc5d0a23&fccid=c5d10f6ad31feff1&vjs=3,"Seattle, WA 98104 (First Hill area)",Collaborates with other software engineers on solution that may impact the financial system. This is a hands-on software developer role that requires technical...,6 days ago,WatchGuard Technologies,24 reviews,"$94,000 - $141,000 a year (Indeed est.)"
Designer,https://www.indeed.com/rc/clk?jk=5f99f90014782104&fccid=734cb5a01ee60f80&vjs=3,"Bellevue, WA 98004 (Downtown area)",You’re a tireless advocate for the customer—enthusiastic about building and iterating on designs to discover what works best and applying your knowledge to...,30+ days ago,Microsoft,"5,563 reviews",
Junior Database Administrator,https://www.indeed.com/rc/clk?jk=6e512e5439835e91&fccid=edae4285faf6c2f0&vjs=3,"Everett, WA 98204 (Holly area)","Plan, install, and test software patches and upgrades. Collaborate with architects and technical specialists to identify proper hardware and software...",14 days ago,BOEING,"6,236 reviews",
Software Engineer / Real-Time Media Experience (Teams and Sk...,https://www.indeed.com/rc/clk?jk=708dd932f5e7a5cb&fccid=734cb5a01ee60f80&vjs=3,"Redmond, WA",3+ years experinece in software industry. Excellent software design and C/C++ programming skills. Join the Real-Time Media Experience team to build intelligent...,30+ days ago,Microsoft,"5,563 reviews","$81,000 - $122,000 a year (Indeed est.)"
PLC IT - 2019 Summer Internship,https://www.indeed.com/rc/clk?jk=4d06dbc20bbfa33d&fccid=c2c6a7536e4d9df3&vjs=3,"Bellevue, WA","Solid understanding of Object-Oriented programming and software design methodologies. Identify, research, and resolve complex technical problems related to...",30+ days ago,PACCAR,182 reviews,
Senior Software Engineer,https://www.indeed.com/rc/clk?jk=03bfada134f24312&fccid=0918a251e6902f97&vjs=3,"Seattle, WA 98133",Knowledge of distributed software systems. Senior Software Engineer - Unstructured Data Storage. Development of system software written in C or C++....,10 days ago,DELL,"9,164 reviews","$120,000 - $161,000 a year (Indeed est.)"
Data Science Intern (Telematics),https://www.indeed.com/rc/clk?jk=86ada6b689bac5cc&fccid=f903f4b18f2c0477&vjs=3,"Redmond, WA 98073","Work with key stakeholders on the software, product management, product support and engineering teams to identify areas for leveraging machine and company data...",30+ days ago,Terex,500 reviews,
Business Analyst,https://www.indeed.com/company/Crowley-Maritime/jobs/Business-Analyst-350cadccfed56b7c?fccid=50b264b092029173&vjs=3,"Seattle, WA 98134 (Industrial Complex area)","Knowledge of and ability to apply the concepts, principles and practices of the Software Development Life Cycle (SDLC)....",18 days ago,Crowley Maritime,52 reviews,
"Engineering Practicum Intern, Summer 2019",https://www.indeed.com/rc/clk?jk=0189113cafbb1584&fccid=a5b4499d9e91a5c6&vjs=3,"Kirkland, WA 98033 (Highlands area)","Our unique internship offers the opportunity to work on a software project alongside other EP interns and full-time Googlers, and provides the chance to bridge...",4 months ago,Google,"2,881 reviews",
Game Editor Developer,https://www.indeed.com/company/Biblioso/jobs/Game-Editor-Developer-9f1cc8df71ccca2f?fccid=ca61a82c3bd3756e&vjs=3,"Redmond, WA","We are looking for an experienced software engineer for a contract position at Microsoft in Redmond, WA to help create our next-generation game editor to enable...",20 days ago,,,
Software Engineer,https://www.indeed.com/rc/clk?jk=11d7405a8fc9cdbd&fccid=ab031f2cfb2707ec&vjs=3,"Bellevue, WA","Two or more years experience with commercial software applications. A Striim Software Engineer should have experience with object-oriented design, coding and...",5 months ago,,,"$99,000 - $149,000 a year (Indeed est.)"
Software Development Engineer,https://www.indeed.com/rc/clk?jk=d417c214738c80ee&fccid=ede98f8b0a3015bf&vjs=3,"Seattle, WA","Good understanding of software engineering principles. As our new Software Development Engineer, you’ll be working on the development of major areas of...",30+ days ago,Napster,5 reviews,"$102,000 - $153,000 a year (Indeed est.)"
Information Technology Specialist (CUSTSPT),https://www.indeed.com/rc/clk?jk=d029c3c61082a0cb&fccid=eb24c57e72a85c13&vjs=3,"Seattle, WA","Installing and configuring VA approved software applications. Demonstrated experience monitoring, diagnosing, troubleshooting and resolving operating/network...",7 days ago,US Department of Veterans Affairs,"4,854 reviews","$54,869 - $82,780 a year"
"UX Engineer, Front End (Web)",https://www.indeed.com/rc/clk?jk=9a0365c3d63613f9&fccid=a5b4499d9e91a5c6&vjs=3,"Seattle, WA","We collaborate closely with product managers, software engineers, and many others to solve complex challenges and craft powerful experiences that highlight our...",24 days ago,Google,"2,881 reviews","$90,000 - $133,000 a year (Indeed est.)"
Data Scientist,https://www.indeed.com/rc/clk?jk=5bc235e1d106360f&fccid=7ab02d0382dcd5b4&vjs=3,"Seattle, WA","Data visualization software such as Tableau. Statistical software packages such as R, S-Plus, MATLAB, SAS, STATA, GAUSS, MINITAB, Eviews, or others....",20 days ago,City of Seattle,148 reviews,$38.06 - $57.09 an hour
"Software Engineer, Product",https://www.indeed.com/rc/clk?jk=be5a26cb70128cf2&fccid=6016a085f7666f50&vjs=3,"Seattle, WA","If you're interested in building elegant software with far-reaching effects in our modern economy, join us! Our Product Engineering teams build this suite of...",5 months ago,Gusto,40 reviews,"$105,000 - $157,000 a year (Indeed est.)"
Software Engineer,https://www.indeed.com/rc/clk?jk=ca4e293fbeea1a8d&fccid=1b2f37de819662ec&vjs=3,"Seattle, WA 98104 (First Hill area)",Show a strong track record of shipping scalable software in the face of ambiguity. This team builds cloud software (platform + apps + ecosystem) to accelerate...,4 months ago,Socrata,5 reviews,"$91,000 - $137,000 a year (Indeed est.)"
eLearning Developer,https://www.indeed.com/rc/clk?jk=60682b3b937798f3&fccid=f334737e3fd6818e&vjs=3,"Seattle, WA 98107 (Ballard area)",Tableau Software is an Equal Opportunity Employer. Tableau Software is a company on a mission. What you'll be doing…....,30+ days ago,Tableau,51 reviews,
Software/Firmware Development Engineer,https://www.indeed.com/rc/clk?jk=12b39894370f4d37&fccid=fe2d21eef233e94a&vjs=3,"Seattle, WA","Must have experience testing and validating software. Must have experience developing software, embedded firmware a plus....",30+ days ago,"Amazon.com Services, Inc.","32,078 reviews",
Software Development Engineer - Frontend,https://www.indeed.com/rc/clk?jk=c4a6193d19ed0bb6&fccid=fe2d21eef233e94a&vjs=3,"Seattle, WA","All of our development is customer-centric, and you should feel strongly not only about building and releasing good software, but about making that software...",30+ days ago,"Amazon.com Services, Inc.","32,078 reviews",
Junior Systems Administrator,https://www.indeed.com/rc/clk?jk=6be86bc5e31d1629&fccid=fdc8ee119ad1e704&vjs=3,"Seattle, WA",Chef Software is the industry leader in IT automation and DevOps solutions. We are a dynamic and rapidly growing software company with a strong sense of...,19 days ago,,,
Software Development Engineer II,https://www.indeed.com/rc/clk?jk=560ae8d21b9c6467&fccid=387912694a5f13f7&vjs=3,"Kirkland, WA 98033 (Highlands area)",Advocate and practice software development best practices. Evaluate existing software development methods and work to enhance them to improve quality and...,18 days ago,,,"$85,000 - $114,000 a year (Indeed est.)"
"Software Development Engineer, Container Runtime",https://www.indeed.com/rc/clk?jk=1f8211d708a26b61&fccid=fe2d21eef233e94a&vjs=3,"Seattle, WA","Familiarity with common software development tools and processes, such as git, automated testing, etc. The container services organization, which includes teams...",12 days ago,"Amazon.com Services, Inc.","32,078 reviews",
Business Analyst - IT,https://www.indeed.com/rc/clk?jk=e8baa4e6c1319668&fccid=76a6af62bf76c6bb&vjs=3,"Tukwila, WA","Minimum of 5 years of experience working with business software applications required. Translate functional specifications to software vendor requirements,...",6 days ago,BECU,95 reviews,
Software Developer - Architect,https://www.indeed.com/rc/clk?jk=efae91157e71fe76&fccid=cd22d01053af7669&vjs=3,"Bellevue, WA 98004 (Downtown area)",Software Developer - Architect-190005E1. Knowledge of professional software engineering best practices for the full software development life cycle....,22 days ago,Oracle,"4,773 reviews","$116,000 - $163,000 a year (Indeed est.)"
Systems Engineering Associate,https://www.indeed.com/rc/clk?jk=224db5ec20f73112&fccid=fe2d21eef233e94a&vjs=3,"Seattle, WA","Intelligence Community by delivering agile software services and infrastructure. Invent bold and radical new approaches to automate maintenance tasks, reporting...",18 days ago,"Amazon Web Services, Inc.","32,078 reviews",
Front End Software Engineer - Agent Connections,https://www.indeed.com/rc/clk?jk=24f68e307ca07a5a&fccid=913e1b259c8d65e2&vjs=3,"Seattle, WA 98101 (Downtown area)",3+ years of software development experience. Play a meaningful role on a mission-critical software team that builds and maintains experiences used by hundreds...,24 days ago,Zillow Group,94 reviews,"$92,000 - $136,000 a year (Indeed est.)"
