date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt
2017-11-26, Software Engineer,"San Mateo, CA",Current Employee ,Mixed.,More than a year,0,"- Better snack kitchen than Facebook
- Great benefits
- Unlimited time off (for real)
- Opportunity to make big impacts
- Company is on track to become huge
- New office!","- Poor community engagement
- Dated tools
- Little to no investment in development process, lots of dumb bugs as a result
- Massive divide between departments causes friction
- Commitment to backwards compatibility forever harms the platform
- No prioritization of power user needs",,3.0,5.0,3.0,4.0,3.0,5.0
2017-11-23,,"San Mateo, CA",Former Employee ,Product Manager,,0,"- Fast growing company
- Smart CEO","- Building
- Salary not competitive for a company of its size",Keep up the good work,4.0,5.0,4.0,4.0,2.0,4.0
2017-08-24, Graphic Designer,"San Mateo, CA",Current Employee ,Graphix Designer,More than 5 years,0,"Lots of great benefits, cooperating with staff is amazing due to the company welly training them. Also when I get a project finished, everyone gets to collaborate, and get to share their own opinions.","During a project, we have to put up hours of trial and error because of size references, different likings, and color matching with the product.","It would be a great opportunity if you are well at cooperating, knowing your surroundings, and other people's likings.",5.0,5.0,5.0,5.0,5.0,5.0
2017-07-30,,"San Jose, CA",Former Employee ,Good,More than 10 years,0,It's fun plus a lot of money,Loads of people and kind of boring,Idk,5.0,5.0,5.0,5.0,5.0,5.0
2017-07-23, Initiatiefnemer/Moderator,,Former Employee ,Great Experience,More than 10 years,0,"- Unlimited stored kitchen
- Nice co-workers
- Great experience","- Old building
- Small offices",Make the offices bigger and re-building the HQ.,4.0,4.0,3.0,3.0,5.0,5.0
2017-07-08, Software Engineer,"San Mateo, CA",Current Employee ,Senior Software Engineer,More than a year,0,"Nice, smart people. Haven't run across any jerks.
Cool product making a positive impact.
Clear vision from top leadership about what we're trying to do.
Unlimited PTO
Generous pay
I really like my manager","Code, tools, processes all old. A lot of time lost on everything but development (fighting with tools, trying to understand old code, etc).",Invest in infrastructure. We are moving at half speed (or worse) because we are saddled with so much technical debt.,4.0,,,,,
2017-06-20,,,Current Employee ,Software Engineer,,0,"A lot of snacks in the kitchen. A lot to learn and explore. Co-workers are all very bright and hardworking. If you able to last in the companies for years, means you have been delivering.","Work is extremely fast paced and demanding. Have to deliver result on a daily basis. Be prepared to stay late if there's emergency, even on weekend. Recruiter low balled my salary, even though I have close to 20 years of experience. My salary is lower than my previous job.",,3.0,1.0,4.0,3.0,2.0,3.0
2017-06-21, Gameplay Engineer,"San Mateo, CA",Current Employee ,Terrible,More than 3 years,0,The people I worked with were nice enough.,The superiors are antagonizing and push everyone to work extra hours with little to no extra pay. Yelling is usually heard from them.,,1.0,1.0,1.0,1.0,1.0,1.0
2017-04-14, Software Engineer,"San Mateo, CA",Current Employee ,Best company I've ever worked for,Less than a year,0,"Work-life balance
Competitive pay
REAL unlimited paid vacation
Nice location
Have so many talented people
Great team and colleagues
Have projects in different areas that you can learn a lot if you're en Engineer
Reimbursement for parking, commuting and gym
401k
Free snacks
Free meals",It's getting larger so things are sometimes a little bit slow to be processed,,5.0,5.0,5.0,5.0,5.0,5.0
2017-04-20,,,Current Employee ,Great working environment,,0,"Fast-paced, full of intelligent people with very strong passion in what they are doing, you can feel their level of positive energy.",The company is still in the growing mode so there are still things needed to improve especially the process.,"The management team is doing a great job, what they are doing is working really well to get us where we are right now.",5.0,5.0,4.0,5.0,5.0,5.0
2017-04-26,,,Former Employee ,was awesome!,,0,all workers were great and very friendly,space was sorta small for a big buisness,,5.0,4.0,5.0,5.0,5.0,5.0
2017-03-06, Sowtware Engineer,,Former Employee ,Roblox .,More than 8 years,0,The best job experience I ever had. The crew is amazing and everyone gets along.,Change in some people's attitudes but not bad at all,,5.0,5.0,5.0,4.0,5.0,5.0
2017-02-14, Senior DevOps Engineer,,Former Employee ,Stuff,More than a year,0,"Great Teamwork, communication, and commitment.","I'd consider the community, terrible.",None,5.0,4.0,4.0,5.0,3.0,2.0
2017-01-27, Management,,Current Employee ,The best company I've ever worked so far,More than a year,0,"Work/life balance is outstanding. I'm used to put 60 hour weeks routinely, but at Roblox I work normal business hours. No outsourcing. The founders built the company with a thought that they want to enjoy working there and want others to feel the same. They've wonderfully succeeded. People really have fun at work. Ideas are encouraged. Management always looks to optimize feedback channels, so they can hear everyone. Startup with no strings attached. Greatly profitable, currently growing at outstanding rate. Talented people around, great technologies to work with. Great medical & FSA benefits","The office is in an old building. A/C's are noisy, you can see lots of odd piping going through the rooms. C-management keeps their grip on all decisions made. Sometimes you may find it tough to work with them. Though, you feel respected anyway.",Keep doing what you're doing. So far it looks awesome.,5.0,5.0,5.0,5.0,5.0,5.0
2016-12-28, Senior Software Engineer,"San Mateo, CA",Current Employee ,Fast growing well established company,More than a year,0,Future outlook looks very good. Not much pressure from direct management as long as you do your job well. You will work on something unique that users love.,Even though it's located at the heart of San Mateo downtown the office looks a bit outdated for a tech company. It's difficult to push through ideas.,There should be more strict management :),5.0,4.0,4.0,4.0,5.0,5.0
2016-12-14,,"San Mateo, CA",Current Employee ,Fun and challenging place to work,More than 3 years,0,Great thriving office with a lot of creative energy and passion. Everyone is extremely talented and open to sharing or helping. The company really values and support the people that pursue their passions and provide feedback. Management is also very good at acknowledging good performance/highlights. It's occupying a very exciting spot in gaming where its leveraging a huge catalog of content in conjunction with cutting edge technology.,"With such a supportive environment, there are occasions where you really have to speak up to be heard. This may be difficult for people who are a little more soft spoken or timid.",Career and personal goals usually fall off the radar mid quarter as work loads pick up and things get placed on the back burner.,5.0,5.0,5.0,5.0,4.0,4.0
2016-11-12,,,Current Employee ,Great place to work at.,,0,"All kinds of free snacks, including ice cream, surrounded by different dev kits, helpful teammates and good management. Can work on my own side project when the main tasks are done.",The company outlook can be improved and the building is old. Should clean up the workplace if possible. WFH is impossible.,We should move to a better place when the company is bigger and has more revenues.,5.0,,,,,
2016-10-15,,,Current Employee ,Great place to grow fast,,0,"- opportunity for growth
- free snacks
- all other perks of bay area company",- No employee bonuses,,5.0,5.0,4.0,5.0,4.0,4.0
2016-10-10, Manager,"San Mateo, CA",Former Employee ,Not the right place for a career,More than a year,0,Free snacks are all I can think of.,"High turnover rate
Salary is not competitve with the cost of bay area living
HR does nothing and looks the other way when complaints are made
Very old building with bad A/C and leaky ceilings
Poor facilities management
Managers will throw associates under the bus when they can't handle their own job or stress
Encouragement for growth is more talk then acted upon
A lot of great hard-working employees have been let go due to manager egos
CEO gives other people credit for the work you perform
Healthcare coverage is not the best",Pay closer attention to the managers you put in charge of your departments. Pay your employees fairly for the work they perform regardless of their job title. Surveys mean nothing if you don't intend to fix the things employees are unhappy about. The fact that most of your company consists of people who have not been there more than a few years should tell you something.,1.0,3.0,2.0,1.0,3.0,1.0
